Time,Height
9/24/2022 21:45,-0.387
9/24/2022 21:46,-0.384
9/24/2022 21:47,-0.381
9/24/2022 21:48,-0.378
9/24/2022 21:49,-0.375
9/24/2022 21:50,-0.372
9/24/2022 21:51,-0.369
9/24/2022 21:52,-0.366
9/24/2022 21:53,-0.363
9/24/2022 21:54,-0.36
9/24/2022 21:55,-0.356
9/24/2022 21:56,-0.353
9/24/2022 21:57,-0.35
9/24/2022 21:58,-0.347
9/24/2022 21:59,-0.344
9/24/2022 22:00,-0.341
9/24/2022 22:01,-0.338
9/24/2022 22:02,-0.335
9/24/2022 22:03,-0.332
9/24/2022 22:04,-0.328
9/24/2022 22:05,-0.325
9/24/2022 22:06,-0.322
9/24/2022 22:07,-0.318
9/24/2022 22:08,-0.315
9/24/2022 22:09,-0.311
9/24/2022 22:10,-0.308
9/24/2022 22:11,-0.304
9/24/2022 22:12,-0.3
9/24/2022 22:13,-0.296
9/24/2022 22:14,-0.292
9/24/2022 22:15,-0.288
9/24/2022 22:16,-0.284
9/24/2022 22:17,-0.28
9/24/2022 22:18,-0.276
9/24/2022 22:19,-0.272
9/24/2022 22:20,-0.268
9/24/2022 22:21,-0.264
9/24/2022 22:22,-0.259
9/24/2022 22:23,-0.255
9/24/2022 22:24,-0.25
9/24/2022 22:25,-0.246
9/24/2022 22:26,-0.241
9/24/2022 22:27,-0.237
9/24/2022 22:28,-0.232
9/24/2022 22:29,-0.227
9/24/2022 22:30,-0.223
9/24/2022 22:31,-0.218
9/24/2022 22:32,-0.213
9/24/2022 22:33,-0.208
9/24/2022 22:34,-0.203
9/24/2022 22:35,-0.199
9/24/2022 22:36,-0.194
9/24/2022 22:37,-0.189
9/24/2022 22:38,-0.184
9/24/2022 22:39,-0.179
9/24/2022 22:40,-0.175
9/24/2022 22:41,-0.17
9/24/2022 22:42,-0.165
9/24/2022 22:43,-0.16
9/24/2022 22:44,-0.155
9/24/2022 22:45,-0.151
9/24/2022 22:46,-0.146
9/24/2022 22:47,-0.141
9/24/2022 22:48,-0.136
9/24/2022 22:49,-0.131
9/24/2022 22:50,-0.127
9/24/2022 22:51,-0.122
9/24/2022 22:52,-0.117
9/24/2022 22:53,-0.112
9/24/2022 22:54,-0.107
9/24/2022 22:55,-0.103
9/24/2022 22:56,-0.098
9/24/2022 22:57,-0.093
9/24/2022 22:58,-0.088
9/24/2022 22:59,-0.083
9/24/2022 23:00,-0.079
9/24/2022 23:01,-0.074
9/24/2022 23:02,-0.069
9/24/2022 23:03,-0.064
9/24/2022 23:04,-0.059
9/24/2022 23:05,-0.054
9/24/2022 23:06,-0.049
9/24/2022 23:07,-0.045
9/24/2022 23:08,-0.04
9/24/2022 23:09,-0.035
9/24/2022 23:10,-0.03
9/24/2022 23:11,-0.025
9/24/2022 23:12,-0.02
9/24/2022 23:13,-0.015
9/24/2022 23:14,-0.01
9/24/2022 23:15,-0.005
9/24/2022 23:16,0
9/24/2022 23:17,0.006
9/24/2022 23:18,0.011
9/24/2022 23:19,0.016
9/24/2022 23:20,0.021
9/24/2022 23:21,0.026
9/24/2022 23:22,0.031
9/24/2022 23:23,0.036
9/24/2022 23:24,0.042
9/24/2022 23:25,0.047
9/24/2022 23:26,0.052
9/24/2022 23:27,0.057
9/24/2022 23:28,0.063
9/24/2022 23:29,0.068
9/24/2022 23:30,0.073
9/24/2022 23:31,0.078
9/24/2022 23:32,0.084
9/24/2022 23:33,0.089
9/24/2022 23:34,0.094
9/24/2022 23:35,0.1
9/24/2022 23:36,0.105
9/24/2022 23:37,0.11
9/24/2022 23:38,0.116
9/24/2022 23:39,0.121
9/24/2022 23:40,0.126
9/24/2022 23:41,0.131
9/24/2022 23:42,0.137
9/24/2022 23:43,0.142
9/24/2022 23:44,0.147
9/24/2022 23:45,0.153
9/24/2022 23:46,0.158
9/24/2022 23:47,0.163
9/24/2022 23:48,0.169
9/24/2022 23:49,0.174
9/24/2022 23:50,0.179
9/24/2022 23:51,0.184
9/24/2022 23:52,0.19
9/24/2022 23:53,0.195
9/24/2022 23:54,0.2
9/24/2022 23:55,0.206
9/24/2022 23:56,0.211
9/24/2022 23:57,0.216
9/24/2022 23:58,0.221
9/24/2022 23:59,0.227
9/25/2022 0:00,0.232
9/25/2022 0:01,0.237
9/25/2022 0:02,0.243
9/25/2022 0:03,0.248
9/25/2022 0:04,0.253
9/25/2022 0:05,0.258
9/25/2022 0:06,0.263
9/25/2022 0:07,0.268
9/25/2022 0:08,0.273
9/25/2022 0:09,0.278
9/25/2022 0:10,0.284
9/25/2022 0:11,0.288
9/25/2022 0:12,0.293
9/25/2022 0:13,0.298
9/25/2022 0:14,0.303
9/25/2022 0:15,0.308
9/25/2022 0:16,0.313
9/25/2022 0:17,0.318
9/25/2022 0:18,0.322
9/25/2022 0:19,0.327
9/25/2022 0:20,0.332
9/25/2022 0:21,0.337
9/25/2022 0:22,0.341
9/25/2022 0:23,0.346
9/25/2022 0:24,0.351
9/25/2022 0:25,0.355
9/25/2022 0:26,0.36
9/25/2022 0:27,0.364
9/25/2022 0:28,0.369
9/25/2022 0:29,0.373
9/25/2022 0:30,0.377
9/25/2022 0:31,0.382
9/25/2022 0:32,0.386
9/25/2022 0:33,0.391
9/25/2022 0:34,0.395
9/25/2022 0:35,0.4
9/25/2022 0:36,0.404
9/25/2022 0:37,0.408
9/25/2022 0:38,0.413
9/25/2022 0:39,0.417
9/25/2022 0:40,0.422
9/25/2022 0:41,0.426
9/25/2022 0:42,0.43
9/25/2022 0:43,0.435
9/25/2022 0:44,0.439
9/25/2022 0:45,0.444
9/25/2022 0:46,0.448
9/25/2022 0:47,0.453
9/25/2022 0:48,0.457
9/25/2022 0:49,0.461
9/25/2022 0:50,0.466
9/25/2022 0:51,0.47
9/25/2022 0:52,0.475
9/25/2022 0:53,0.479
9/25/2022 0:54,0.483
9/25/2022 0:55,0.488
9/25/2022 0:56,0.492
9/25/2022 0:57,0.497
9/25/2022 0:58,0.501
9/25/2022 0:59,0.506
9/25/2022 1:00,0.51
9/25/2022 1:01,0.514
9/25/2022 1:02,0.519
9/25/2022 1:03,0.523
9/25/2022 1:04,0.527
9/25/2022 1:05,0.531
9/25/2022 1:06,0.535
9/25/2022 1:07,0.539
9/25/2022 1:08,0.543
9/25/2022 1:09,0.547
9/25/2022 1:10,0.55
9/25/2022 1:11,0.554
9/25/2022 1:12,0.558
9/25/2022 1:13,0.561
9/25/2022 1:14,0.564
9/25/2022 1:15,0.568
9/25/2022 1:16,0.571
9/25/2022 1:17,0.574
9/25/2022 1:18,0.578
9/25/2022 1:19,0.581
9/25/2022 1:20,0.584
9/25/2022 1:21,0.587
9/25/2022 1:22,0.589
9/25/2022 1:23,0.592
9/25/2022 1:24,0.595
9/25/2022 1:25,0.598
9/25/2022 1:26,0.6
9/25/2022 1:27,0.603
9/25/2022 1:28,0.605
9/25/2022 1:29,0.608
9/25/2022 1:30,0.61
9/25/2022 1:31,0.612
9/25/2022 1:32,0.615
9/25/2022 1:33,0.617
9/25/2022 1:34,0.619
9/25/2022 1:35,0.621
9/25/2022 1:36,0.624
9/25/2022 1:37,0.626
9/25/2022 1:38,0.628
9/25/2022 1:39,0.631
9/25/2022 1:40,0.633
9/25/2022 1:41,0.635
9/25/2022 1:42,0.638
9/25/2022 1:43,0.64
9/25/2022 1:44,0.642
9/25/2022 1:45,0.645
9/25/2022 1:46,0.647
9/25/2022 1:47,0.649
9/25/2022 1:48,0.652
9/25/2022 1:49,0.654
9/25/2022 1:50,0.656
9/25/2022 1:51,0.659
9/25/2022 1:52,0.661
9/25/2022 1:53,0.663
9/25/2022 1:54,0.666
9/25/2022 1:55,0.668
9/25/2022 1:56,0.67
9/25/2022 1:57,0.672
9/25/2022 1:58,0.675
9/25/2022 1:59,0.677
9/25/2022 2:00,0.679
9/25/2022 2:01,0.682
9/25/2022 2:02,0.684
9/25/2022 2:03,0.686
9/25/2022 2:04,0.688
9/25/2022 2:05,0.69
9/25/2022 2:06,0.691
9/25/2022 2:07,0.693
9/25/2022 2:08,0.695
9/25/2022 2:09,0.696
9/25/2022 2:10,0.697
9/25/2022 2:11,0.699
9/25/2022 2:12,0.7
9/25/2022 2:13,0.701
9/25/2022 2:14,0.702
9/25/2022 2:15,0.703
9/25/2022 2:16,0.704
9/25/2022 2:17,0.704
9/25/2022 2:18,0.705
9/25/2022 2:19,0.706
9/25/2022 2:20,0.706
9/25/2022 2:21,0.706
9/25/2022 2:22,0.707
9/25/2022 2:23,0.707
9/25/2022 2:24,0.707
9/25/2022 2:25,0.707
9/25/2022 2:26,0.707
9/25/2022 2:27,0.706
9/25/2022 2:28,0.706
9/25/2022 2:29,0.706
9/25/2022 2:30,0.705
9/25/2022 2:31,0.705
9/25/2022 2:32,0.704
9/25/2022 2:33,0.704
9/25/2022 2:34,0.703
9/25/2022 2:35,0.703
9/25/2022 2:36,0.702
9/25/2022 2:37,0.702
9/25/2022 2:38,0.701
9/25/2022 2:39,0.701
9/25/2022 2:40,0.7
9/25/2022 2:41,0.7
9/25/2022 2:42,0.699
9/25/2022 2:43,0.699
9/25/2022 2:44,0.698
9/25/2022 2:45,0.698
9/25/2022 2:46,0.697
9/25/2022 2:47,0.697
9/25/2022 2:48,0.696
9/25/2022 2:49,0.696
9/25/2022 2:50,0.695
9/25/2022 2:51,0.695
9/25/2022 2:52,0.694
9/25/2022 2:53,0.694
9/25/2022 2:54,0.693
9/25/2022 2:55,0.693
9/25/2022 2:56,0.692
9/25/2022 2:57,0.692
9/25/2022 2:58,0.691
9/25/2022 2:59,0.691
9/25/2022 3:00,0.69
9/25/2022 3:01,0.69
9/25/2022 3:02,0.689
9/25/2022 3:03,0.688
9/25/2022 3:04,0.687
9/25/2022 3:05,0.686
9/25/2022 3:06,0.685
9/25/2022 3:07,0.684
9/25/2022 3:08,0.683
9/25/2022 3:09,0.682
9/25/2022 3:10,0.68
9/25/2022 3:11,0.679
9/25/2022 3:12,0.677
9/25/2022 3:13,0.675
9/25/2022 3:14,0.673
9/25/2022 3:15,0.671
9/25/2022 3:16,0.669
9/25/2022 3:17,0.667
9/25/2022 3:18,0.665
9/25/2022 3:19,0.663
9/25/2022 3:20,0.66
9/25/2022 3:21,0.658
9/25/2022 3:22,0.655
9/25/2022 3:23,0.653
9/25/2022 3:24,0.65
9/25/2022 3:25,0.647
9/25/2022 3:26,0.644
9/25/2022 3:27,0.641
9/25/2022 3:28,0.638
9/25/2022 3:29,0.634
9/25/2022 3:30,0.631
9/25/2022 3:31,0.628
9/25/2022 3:32,0.624
9/25/2022 3:33,0.621
9/25/2022 3:34,0.618
9/25/2022 3:35,0.614
9/25/2022 3:36,0.611
9/25/2022 3:37,0.608
9/25/2022 3:38,0.604
9/25/2022 3:39,0.601
9/25/2022 3:40,0.598
9/25/2022 3:41,0.594
9/25/2022 3:42,0.591
9/25/2022 3:43,0.588
9/25/2022 3:44,0.584
9/25/2022 3:45,0.581
9/25/2022 3:46,0.577
9/25/2022 3:47,0.574
9/25/2022 3:48,0.571
9/25/2022 3:49,0.567
9/25/2022 3:50,0.564
9/25/2022 3:51,0.561
9/25/2022 3:52,0.557
9/25/2022 3:53,0.554
9/25/2022 3:54,0.551
9/25/2022 3:55,0.547
9/25/2022 3:56,0.544
9/25/2022 3:57,0.541
9/25/2022 3:58,0.537
9/25/2022 3:59,0.534
9/25/2022 4:00,0.531
9/25/2022 4:01,0.527
9/25/2022 4:02,0.524
9/25/2022 4:03,0.52
9/25/2022 4:04,0.516
9/25/2022 4:05,0.513
9/25/2022 4:06,0.509
9/25/2022 4:07,0.505
9/25/2022 4:08,0.501
9/25/2022 4:09,0.497
9/25/2022 4:10,0.493
9/25/2022 4:11,0.489
9/25/2022 4:12,0.485
9/25/2022 4:13,0.481
9/25/2022 4:14,0.476
9/25/2022 4:15,0.472
9/25/2022 4:16,0.468
9/25/2022 4:17,0.463
9/25/2022 4:18,0.458
9/25/2022 4:19,0.454
9/25/2022 4:20,0.449
9/25/2022 4:21,0.444
9/25/2022 4:22,0.439
9/25/2022 4:23,0.434
9/25/2022 4:24,0.429
9/25/2022 4:25,0.424
9/25/2022 4:26,0.419
9/25/2022 4:27,0.414
9/25/2022 4:28,0.408
9/25/2022 4:29,0.403
9/25/2022 4:30,0.398
9/25/2022 4:31,0.392
9/25/2022 4:32,0.387
9/25/2022 4:33,0.381
9/25/2022 4:34,0.376
9/25/2022 4:35,0.37
9/25/2022 4:36,0.365
9/25/2022 4:37,0.359
9/25/2022 4:38,0.354
9/25/2022 4:39,0.348
9/25/2022 4:40,0.343
9/25/2022 4:41,0.338
9/25/2022 4:42,0.332
9/25/2022 4:43,0.327
9/25/2022 4:44,0.321
9/25/2022 4:45,0.316
9/25/2022 4:46,0.31
9/25/2022 4:47,0.305
9/25/2022 4:48,0.299
9/25/2022 4:49,0.294
9/25/2022 4:50,0.289
9/25/2022 4:51,0.283
9/25/2022 4:52,0.278
9/25/2022 4:53,0.272
9/25/2022 4:54,0.267
9/25/2022 4:55,0.261
9/25/2022 4:56,0.256
9/25/2022 4:57,0.25
9/25/2022 4:58,0.245
9/25/2022 4:59,0.239
9/25/2022 5:00,0.234
9/25/2022 5:01,0.229
9/25/2022 5:02,0.223
9/25/2022 5:03,0.218
9/25/2022 5:04,0.212
9/25/2022 5:05,0.206
9/25/2022 5:06,0.201
9/25/2022 5:07,0.195
9/25/2022 5:08,0.189
9/25/2022 5:09,0.184
9/25/2022 5:10,0.178
9/25/2022 5:11,0.172
9/25/2022 5:12,0.167
9/25/2022 5:13,0.161
9/25/2022 5:14,0.155
9/25/2022 5:15,0.149
9/25/2022 5:16,0.143
9/25/2022 5:17,0.137
9/25/2022 5:18,0.131
9/25/2022 5:19,0.125
9/25/2022 5:20,0.119
9/25/2022 5:21,0.113
9/25/2022 5:22,0.107
9/25/2022 5:23,0.101
9/25/2022 5:24,0.095
9/25/2022 5:25,0.089
9/25/2022 5:26,0.083
9/25/2022 5:27,0.077
9/25/2022 5:28,0.07
9/25/2022 5:29,0.064
9/25/2022 5:30,0.058
9/25/2022 5:31,0.052
9/25/2022 5:32,0.046
9/25/2022 5:33,0.039
9/25/2022 5:34,0.033
9/25/2022 5:35,0.027
9/25/2022 5:36,0.021
9/25/2022 5:37,0.014
9/25/2022 5:38,0.008
9/25/2022 5:39,0.002
9/25/2022 5:40,-0.004
9/25/2022 5:41,-0.011
9/25/2022 5:42,-0.017
9/25/2022 5:43,-0.023
9/25/2022 5:44,-0.029
9/25/2022 5:45,-0.036
9/25/2022 5:46,-0.042
9/25/2022 5:47,-0.048
9/25/2022 5:48,-0.054
9/25/2022 5:49,-0.061
9/25/2022 5:50,-0.067
9/25/2022 5:51,-0.073
9/25/2022 5:52,-0.079
9/25/2022 5:53,-0.086
9/25/2022 5:54,-0.092
9/25/2022 5:55,-0.098
9/25/2022 5:56,-0.104
9/25/2022 5:57,-0.111
9/25/2022 5:58,-0.117
9/25/2022 5:59,-0.123
9/25/2022 6:00,-0.13
9/25/2022 6:01,-0.136
9/25/2022 6:02,-0.142
9/25/2022 6:03,-0.148
9/25/2022 6:04,-0.154
9/25/2022 6:05,-0.16
9/25/2022 6:06,-0.166
9/25/2022 6:07,-0.172
9/25/2022 6:08,-0.179
9/25/2022 6:09,-0.184
9/25/2022 6:10,-0.19
9/25/2022 6:11,-0.196
9/25/2022 6:12,-0.202
9/25/2022 6:13,-0.208
9/25/2022 6:14,-0.214
9/25/2022 6:15,-0.22
9/25/2022 6:16,-0.226
9/25/2022 6:17,-0.232
9/25/2022 6:18,-0.238
9/25/2022 6:19,-0.243
9/25/2022 6:20,-0.249
9/25/2022 6:21,-0.255
9/25/2022 6:22,-0.26
9/25/2022 6:23,-0.266
9/25/2022 6:24,-0.272
9/25/2022 6:25,-0.277
9/25/2022 6:26,-0.283
9/25/2022 6:27,-0.288
9/25/2022 6:28,-0.294
9/25/2022 6:29,-0.3
9/25/2022 6:30,-0.305
9/25/2022 6:31,-0.31
9/25/2022 6:32,-0.316
9/25/2022 6:33,-0.321
9/25/2022 6:34,-0.327
9/25/2022 6:35,-0.332
9/25/2022 6:36,-0.338
9/25/2022 6:37,-0.343
9/25/2022 6:38,-0.349
9/25/2022 6:39,-0.354
9/25/2022 6:40,-0.36
9/25/2022 6:41,-0.365
9/25/2022 6:42,-0.371
9/25/2022 6:43,-0.376
9/25/2022 6:44,-0.382
9/25/2022 6:45,-0.387
9/25/2022 6:46,-0.393
9/25/2022 6:47,-0.398
9/25/2022 6:48,-0.404
9/25/2022 6:49,-0.409
9/25/2022 6:50,-0.415
9/25/2022 6:51,-0.42
9/25/2022 6:52,-0.426
9/25/2022 6:53,-0.431
9/25/2022 6:54,-0.437
9/25/2022 6:55,-0.442
9/25/2022 6:56,-0.448
9/25/2022 6:57,-0.453
9/25/2022 6:58,-0.459
9/25/2022 6:59,-0.464
9/25/2022 7:00,-0.47
9/25/2022 7:01,-0.475
9/25/2022 7:02,-0.48
9/25/2022 7:03,-0.486
9/25/2022 7:04,-0.491
9/25/2022 7:05,-0.496
9/25/2022 7:06,-0.501
9/25/2022 7:07,-0.506
9/25/2022 7:08,-0.511
9/25/2022 7:09,-0.516
9/25/2022 7:10,-0.52
9/25/2022 7:11,-0.525
9/25/2022 7:12,-0.53
9/25/2022 7:13,-0.534
9/25/2022 7:14,-0.539
9/25/2022 7:15,-0.543
9/25/2022 7:16,-0.548
9/25/2022 7:17,-0.552
9/25/2022 7:18,-0.556
9/25/2022 7:19,-0.56
9/25/2022 7:20,-0.564
9/25/2022 7:21,-0.568
9/25/2022 7:22,-0.572
9/25/2022 7:23,-0.576
9/25/2022 7:24,-0.58
9/25/2022 7:25,-0.583
9/25/2022 7:26,-0.587
9/25/2022 7:27,-0.59
9/25/2022 7:28,-0.594
9/25/2022 7:29,-0.597
9/25/2022 7:30,-0.601
9/25/2022 7:31,-0.604
9/25/2022 7:32,-0.607
9/25/2022 7:33,-0.611
9/25/2022 7:34,-0.614
9/25/2022 7:35,-0.617
9/25/2022 7:36,-0.621
9/25/2022 7:37,-0.624
9/25/2022 7:38,-0.627
9/25/2022 7:39,-0.631
9/25/2022 7:40,-0.634
9/25/2022 7:41,-0.637
9/25/2022 7:42,-0.641
9/25/2022 7:43,-0.644
9/25/2022 7:44,-0.647
9/25/2022 7:45,-0.651
9/25/2022 7:46,-0.654
9/25/2022 7:47,-0.657
9/25/2022 7:48,-0.661
9/25/2022 7:49,-0.664
9/25/2022 7:50,-0.667
9/25/2022 7:51,-0.671
9/25/2022 7:52,-0.674
9/25/2022 7:53,-0.677
9/25/2022 7:54,-0.681
9/25/2022 7:55,-0.684
9/25/2022 7:56,-0.687
9/25/2022 7:57,-0.691
9/25/2022 7:58,-0.694
9/25/2022 7:59,-0.697
9/25/2022 8:00,-0.701
9/25/2022 8:01,-0.704
9/25/2022 8:02,-0.707
9/25/2022 8:03,-0.71
9/25/2022 8:04,-0.713
9/25/2022 8:05,-0.716
9/25/2022 8:06,-0.719
9/25/2022 8:07,-0.721
9/25/2022 8:08,-0.724
9/25/2022 8:09,-0.726
9/25/2022 8:10,-0.728
9/25/2022 8:11,-0.731
9/25/2022 8:12,-0.733
9/25/2022 8:13,-0.735
9/25/2022 8:14,-0.737
9/25/2022 8:15,-0.739
9/25/2022 8:16,-0.74
9/25/2022 8:17,-0.742
9/25/2022 8:18,-0.744
9/25/2022 8:19,-0.745
9/25/2022 8:20,-0.746
9/25/2022 8:21,-0.748
9/25/2022 8:22,-0.749
9/25/2022 8:23,-0.75
9/25/2022 8:24,-0.751
9/25/2022 8:25,-0.752
9/25/2022 8:26,-0.752
9/25/2022 8:27,-0.753
9/25/2022 8:28,-0.753
9/25/2022 8:29,-0.754
9/25/2022 8:30,-0.754
9/25/2022 8:31,-0.754
9/25/2022 8:32,-0.755
9/25/2022 8:33,-0.755
9/25/2022 8:34,-0.756
9/25/2022 8:35,-0.756
9/25/2022 8:36,-0.756
9/25/2022 8:37,-0.757
9/25/2022 8:38,-0.757
9/25/2022 8:39,-0.757
9/25/2022 8:40,-0.758
9/25/2022 8:41,-0.758
9/25/2022 8:42,-0.758
9/25/2022 8:43,-0.758
9/25/2022 8:44,-0.759
9/25/2022 8:45,-0.759
9/25/2022 8:46,-0.76
9/25/2022 8:47,-0.76
9/25/2022 8:48,-0.76
9/25/2022 8:49,-0.761
9/25/2022 8:50,-0.761
9/25/2022 8:51,-0.761
9/25/2022 8:52,-0.762
9/25/2022 8:53,-0.762
9/25/2022 8:54,-0.762
9/25/2022 8:55,-0.762
9/25/2022 8:56,-0.763
9/25/2022 8:57,-0.763
